epoch,accuracy,categorical_accuracy,loss,precision,recall,val_accuracy,val_categorical_accuracy,val_loss,val_precision,val_recall
0,0.8668644428253174,0.8668644428253174,0.35023826360702515,0.9164528846740723,0.8102716207504272,0.7554348111152649,0.7554348111152649,0.5544730424880981,0.7958687543869019,0.7119565010070801
1,0.9115919470787048,0.9115919470787048,0.2214958816766739,0.9321085214614868,0.8911766409873962,0.7739130258560181,0.7739130258560181,0.538666307926178,0.8109756112098694,0.7228260636329651
2,0.914849042892456,0.914849042892456,0.20621827244758606,0.9333857893943787,0.8972837924957275,0.8195652365684509,0.8195652365684509,0.46010562777519226,0.8333333134651184,0.7880434989929199
3,0.91973477602005,0.91973477602005,0.19511611759662628,0.9375301003456116,0.9060664176940918,0.8184782862663269,0.8184782862663269,0.47195467352867126,0.8464285731315613,0.772826075553894
4,0.9257837533950806,0.9257837533950806,0.19050799310207367,0.9389294981956482,0.9121153950691223,0.8163043260574341,0.8163043260574341,0.45067745447158813,0.8485206961631775,0.779347836971283
5,0.9260745644569397,0.9260745644569397,0.1827041208744049,0.9376344084739685,0.9129296541213989,0.821739137172699,0.821739137172699,0.4550550580024719,0.84112149477005,0.782608687877655
6,0.9272378087043762,0.9272378087043762,0.17673784494400024,0.9380509853363037,0.9159541726112366,0.832608699798584,0.832608699798584,0.4256184995174408,0.8593023419380188,0.803260862827301
7,0.9310765862464905,0.9310765862464905,0.1743287593126297,0.9420108199119568,0.9193276166915894,0.8293478488922119,0.8293478488922119,0.4251402020454407,0.8601155877113342,0.8086956739425659
8,0.9318909049034119,0.9318909049034119,0.17080843448638916,0.943311870098114,0.9204327464103699,0.835869550704956,0.835869550704956,0.41142937541007996,0.861079216003418,0.8152173757553101
9,0.9318327307701111,0.9318327307701111,0.16912932693958282,0.943202793598175,0.9204909205436707,0.8402174115180969,0.8402174115180969,0.4366897940635681,0.8645833134651184,0.811956524848938
10,0.9356133341789246,0.9356133341789246,0.16599789261817932,0.9468135833740234,0.924620509147644,0.854347825050354,0.854347825050354,0.39781999588012695,0.8690205216407776,0.8293478488922119
11,0.9336939454078674,0.9336939454078674,0.16409991681575775,0.944794774055481,0.9237480163574219,0.813043475151062,0.813043475151062,0.4410271942615509,0.8399546146392822,0.804347813129425
